vec_0,vec_1,vec_2,vec_3,vec_4,vec_5,vec_6,vec_7,vec_8,vec_9,vec_10,vec_11,vec_12,vec_13,vec_14,vec_15,vec_16,vec_17,vec_18,vec_19,vec_20,vec_21,vec_22,vec_23,vec_24,vec_25,vec_26,vec_27,vec_28,vec_29,vec_30,vec_31,vec_32,vec_33,vec_34,vec_35,vec_36,vec_37,vec_38,vec_39,vec_40,vec_41,vec_42,vec_43,vec_44,vec_45,vec_46,vec_47,vec_48,vec_49,group
0.2991802213358508,-0.043631024961933,-0.0214671116372215,0.0287480495710351,-0.0932567854532048,0.0095107134993707,0.0210341752566095,0.0554826780105482,-0.0170878549839133,-0.0348142648913139,-0.0035439631629741,-0.0338175591818053,0.0234361817727011,0.050300791668084,-0.034442220346349,0.0167137109497033,0.0565809548706927,0.0282104342189785,-0.0073290371303627,0.0101438435369816,-0.0019975681340133,0.0346674384887788,-0.0065377888120572,-0.0006810517582146,-0.0373933347767707,0.0748148910015679,-0.0209837931577462,-0.0269902230186975,-0.016531327909151,-0.0370958821615925,0.0213329903876938,-0.0277935501199634,0.0209970349603603,0.006362297627511,-0.0211884562360026,-0.0299383873432406,0.0298974680955878,-0.0045840179068648,0.0010211748990707,0.0247638942434488,-0.0050172087708689,0.0066696226991481,-0.0269339040777379,-0.0087769764697473,-0.0170132748006948,-0.0108931884280096,-0.0147547629242318,0.0107850266002997,-0.0255902704186538,0.0242421456173429,depression_4
0.0982019308500535,0.2485567787307176,-0.2009326643403294,0.0289713617416202,0.0473780661661123,0.0513762948180998,0.150365683316651,0.0363297698709534,-0.0454261830773926,0.0031498863777791,-0.0157765028286929,-0.0482735323088244,-0.0190161159045049,-0.0154671490072022,-0.0474801845799923,0.0177311692856338,0.0137245811631741,0.0214412386646611,-0.0455600845791741,0.0635246038281377,-0.0116465878526874,0.0786936716319743,0.0579769360649395,0.0450342902228894,0.0393717557751601,-0.0023375332674976,0.0170826956931138,0.0012552966408747,0.0125475033186221,-0.0266707260353551,0.0382407369481883,0.0420905983354955,0.0603553527657685,0.0292922430183929,-0.0193301328755438,0.0315768367462039,0.0460208344074599,0.0170322863385397,0.0356024775192504,0.0224771893096078,0.0037240724602975,0.0433003457267143,0.0022396733011332,0.0023331773168598,-0.0142783350082986,0.0332279246465887,-0.0451408090666225,0.0441073550201308,0.0136978866248934,0.0226993291663343,depression_4
0.2573395900334654,0.0806499908026063,-0.0446484020591902,0.1394424357354492,-0.1210734912168149,-0.0294388004157941,-0.0518264452370323,0.0874920227135363,-0.0364855630254234,-0.0394110215574313,0.0521847196493257,0.0630666440645832,0.0075549213714049,-0.0641123536475044,-0.0829081056723412,0.0135135113892648,0.0142623738572838,0.0156296252052471,0.0028756477245334,-0.0054784037801284,-0.0135530439324501,-0.0471809055812363,-0.0695115983243636,-0.0065422405088378,0.0443023343144768,-0.0009139538547863,0.0106558564803439,-0.0561863080548885,-0.0614877385156395,0.0132031294653903,0.0397567369946824,-0.0052876818376379,0.0028407973427878,-0.0623911263144348,-0.0393356055753551,-0.0037114695470953,0.0339243219832609,0.0214577408938318,0.0058261945312112,-0.0249553544573159,-0.0159793736588641,0.0177479567516032,-0.0168913749851718,0.018591244792095,-0.0033144755499404,0.0549287527157328,-0.0180279075752224,-0.0276403438806726,-0.025107783985379,0.0342353336237079,depression_4
0.0278365839210762,0.1187631120778157,0.1026896034353577,-0.1312084013895355,-0.0216306949088497,0.0032065981303455,-0.1267091675960203,-0.0434136771178017,0.1533374137295887,0.0516436803900488,0.0264126987045132,-0.0743781669632046,0.0740287030645502,0.0438133503928807,0.0077134906380973,-0.0945573118956582,-0.010246147363526,-0.0288334809662573,-0.0988331797374244,-0.0363562178907956,0.0211589479348018,0.0027836186573969,0.0175347909717566,-0.0148059914482288,-0.0107835754881154,0.0190573541578666,-0.0114161460238951,0.0300937721793047,-0.0873439984041042,-0.0490266670679338,-0.0189702054690937,0.0045392664191255,-0.006639129590849,-0.0136603738518829,-0.0022976266933058,-0.0164046406607596,0.0408123644696807,-0.0267265928176523,-0.019682703810508,0.0008491740671624,-0.0276623393982012,-0.0087773811518883,0.0049496991728911,-0.0070276218196266,0.0370940739005881,-0.0355043416357068,-0.0582090676202175,-0.0317069282757892,0.0026267968141557,-0.0136428158834162,depression_4
-0.0119069856783636,0.3823182579918986,-0.2157601300379966,0.0343803754292202,-0.053450451500171,-0.01092974435232,-0.0568482288747931,0.1532011171184655,-0.0554578836796814,-0.0660544009014204,0.0217674411085448,0.0271388473939245,0.0075137259861182,-0.0030405738209923,-0.0171890876053056,0.0159694204120723,-0.0826625859386683,0.0447318256987084,-0.0367088172569862,-0.0943632515425271,-0.0510983228590063,-0.0492475548353425,-0.0679200373172266,0.0398500262146704,0.0651796826481509,-0.0078155252445651,0.0217073916473185,-0.0451304059405465,0.0023124779660678,-0.06209884032286,-0.0297180360406074,-0.0017371051372,0.0328145677681893,-0.0481258926448913,-0.0145448655090867,0.0281316210172855,0.0027046039879912,0.0790836272995848,-0.1265457889507514,-0.0330454024826083,-0.0028355078572772,-0.0134632990474768,-0.0099200757585165,0.0126766480338157,-0.0470546633030193,0.0328119181564999,-0.0117307624550904,-0.0289010261933818,-0.0130453284172877,0.0348450342801078,depression_3
0.0192461914309529,0.197155382236794,-0.0921206692234271,0.1805059584689608,0.0718643367363564,0.04907605813316,-0.0732333044963499,0.0547973249941079,-0.0342092426272859,-0.0345418900794895,0.018121849409174,-0.1149880903627205,-0.0095560248832412,-0.1144293913250608,0.0055270412375438,0.0215579488718241,0.0104363875963804,-0.0486223367996725,0.0088434485080701,-0.0061584185410988,0.0357999491352801,-0.0030027190619177,-0.0050597762096614,-0.0133045330520094,0.0392390900460551,-0.0216224116950536,0.0158797171677505,-0.0055018359699176,-0.0331222271602335,0.0421959381402512,0.0216723668298913,0.0254495670596126,-0.0207449877677993,0.0191096235635358,0.0484229888798991,-0.0358432711302677,-0.0221968822485968,-0.048686634970771,-6.734759270391338e-05,-0.0095483817007406,0.0172191816247716,0.0344022841655828,0.0049383908413702,-0.0063451626217541,0.0026153381820588,0.0209926913397662,-0.0352532842729532,0.0024397413805593,0.0311891641665189,-0.0178642555891179,depression_4
-0.0644633948787265,0.0865462874043316,-0.0876769987416532,0.0236109278841052,-0.0612769029491897,-0.0391928094229454,0.0344429996431851,-0.0462056155977034,0.032468240269452,-0.1115937936729981,-0.030258075041504,0.005893625265828,0.0542568905313987,0.0234059989190764,-0.0220009018054836,-0.037346994153837,0.0506243590499779,-0.0429203064382455,-0.0156693853228858,-0.0502365712755281,0.0267289332471869,0.026731720857905,-0.0098609451963464,-0.0128040251392158,0.0503802837388256,-0.073838066328048,0.0036805205438205,0.0232608051641189,0.0046278305311866,0.0174932335122958,0.0131464652230808,0.0010618705582633,0.033722780236402,0.0184230397882339,0.0240297698002976,-0.013453526070023,-0.0126714539159017,-0.0093799191572462,-0.0126002030493912,-0.0325973103941052,0.0489969313231042,0.0058837082330539,0.0087612237926733,-0.0359954003618453,-0.0219014407098019,0.027323855365441,-0.0378022415847816,0.0219520649166554,0.030677661925162,-0.0094946860236813,depression_4
0.0101771079471615,0.2810346907622403,0.0150058644308924,0.031980626222873,-0.0810654025302134,-0.0215671982519224,-0.0108673251694888,-0.0048956691294615,0.0134296240567271,-0.0076621258325799,0.063837365301083,0.0667439303853913,-0.0006743565900723,0.0178712096477383,-0.070337492887848,-0.0319902339776839,-0.1531015563802079,0.0281350002066557,0.04160200841609,-0.0205974901426797,0.0296974639633847,-0.0136550133549783,0.0340598993593837,-0.0299131925177257,-0.008893123635257,0.0373202947807694,0.011257616934598,0.0045025617396913,-0.0201201023373636,0.0277393440704313,0.0597466179684503,0.0604768147452817,0.0121330527784525,-0.0145141002347302,-0.0018878825679595,0.0061547265079496,0.0241584363656666,0.0122070323528013,-0.0042520251911532,0.0132541591209507,-0.0136368215679115,0.0015551734160031,0.0452007252017874,0.0429004174003545,0.0275226402530495,-0.0333502701227246,0.0405712002915254,0.028753387516123,0.0699290447493412,0.0181335255446631,depression_3
0.1172521399823314,0.1564081227041025,0.1206890994321084,0.0998181358208444,0.0496099535800311,-0.1431420040887301,-0.0284019200297602,0.0460537845784444,0.0768056544995545,-0.0296741956546388,-0.0228160566898705,-0.0398255377434127,0.1329270756692734,0.049855171369541,0.0940887051376555,0.0302703113483626,0.004409307403699,0.0629794188350455,0.0498455104547109,0.0332837691493086,-0.0394348400533219,0.0385362217553538,0.039961462288361,-0.0361832851758794,-0.0135086042190615,-0.073081918762273,-0.0583485426620444,0.0396642284834247,-0.0014500282197823,0.0323231617607964,0.0141278833853985,0.1238067001466983,-0.003521840363164,-0.0314168770076082,-0.0516546303357259,0.0304872796438933,0.0071840970966711,-0.0148747262789119,0.0446608491616657,-0.0809264898692338,0.035304289216452,-0.0227938397017551,-0.0281580220737409,-0.034086975929952,0.0067805852139999,-0.0342335521864551,-0.0414384929995351,0.0429566076070245,-0.0410844905118654,0.0046873689962752,depression_4
-0.0287558091549874,0.0651302794932851,-0.0661004305023592,0.0681166840779589,0.0393017700109941,0.0401679260723399,-0.0284772556972635,0.0315697542644005,-0.0398600017505264,-0.0516877068864308,-0.0380282426657348,-0.0505895079085024,-0.024745708447596,-0.0609040292537181,-0.0065812790323918,0.0501752053423094,0.0071950693530546,-0.0327806063773523,0.0458999428220231,-0.0262449336414487,-0.0425168419712083,-0.0150506660035492,0.0173211129515497,-0.0190326286719542,0.0338716420248593,-0.0018404352237937,0.0119056461174056,0.0011376516068983,-0.0096505061449173,0.0348286319552624,-0.0107674891192153,-0.0057365139484735,-0.0405509123868312,0.0247316410427373,0.034817504361427,-0.0514089430714371,0.0175716871245923,6.767839107893141e-06,0.0056524488487192,0.049393259990768,-0.0226894947368823,0.0398322689780033,-0.01117652732051,-0.0199104961881652,-0.0158973076446028,-0.017819252902221,0.0040283288763792,0.0255746599656377,0.0077524285194468,-0.0134319664163933,depression_4
